Year,Month,Day,Hour,Minute,Temperature,RelativeHumidity,Precipitation,Sunlight,Wind
2017,12,20,20,0,39.51,82,0,0,2.34
2018,2,1,20,0,40.26,64,0,0,12.02
2017,5,14,9,0,57.9,81,0.9,53.62,4.27
2014,2,7,10,0,47.1,67,3.4,0,19.91
2017,1,16,13,0,35.19,62,0.1,9.57,2.01
2017,1,10,14,0,35.2,91,0.9,0,12.56
2017,9,19,13,0,53.87,73,0.4,14.04,8.59
2017,12,17,7,0,31.98,93,0,0,12.8
2018,1,13,1,0,38.26,91,0,0,3.7
2018,1,31,14,0,53.44,58,0,14.04,9.34
2017,11,11,7,0,43.47,83,0,0,9.02
2017,11,28,8,0,41.94,59,0,0,18.13
2018,3,1,0,0,26.2,60,0,0,12.77
2018,2,14,16,0,42.84,52,0,60,2.8
2018,1,7,15,0,45.93,87,0,0,4.27
2018,3,15,6,0,38.71,69,0,0,12.66
2017,12,20,0,0,36.34,86,0,0,3.23
2017,10,21,23,0,56.52,78,0,0,10.6
2017,11,30,17,0,37.31,84,0.2,0,20.38
2018,3,9,1,0,46.17,62,0,0,7.65
2012,11,6,9,0,39.25,89,2.3,0,6.32
2017,12,17,1,0,34.47,90,0.4,0,12.66
2017,12,11,6,0,42.55,95,1.6,0,9.71
2018,2,23,11,0,32.25,61,0,42.77,13.35
2018,3,4,17,0,56.14,52,0,0,6.45
2018,3,23,23,0,44.02,69,0,0,1.41
2017,11,6,5,0,38.35,87,0,0,9.81
2017,12,6,19,0,38.88,75,0,0,2.03
2018,1,12,20,0,40.26,89,0,0,3.96
2017,3,19,0,0,52.02,82,0.5,0,15.19
2018,2,20,3,0,36.57,69,0,0,1.58
2017,12,20,16,0,41.41,78,0,0,3
2017,12,21,2,0,37.13,91,0,0,1.14
2018,1,17,6,0,38.84,82,0,0,26.68
2017,2,24,11,0,42.13,70,0.4,12.13,13.93
2017,9,19,16,0,56.03,66,0.5,13.4,8.7
2018,2,9,20,0,37.81,72,0,0,2.69
2018,3,29,8,0,39.99,84,0,0,1.91
2017,10,21,8,0,60.31,74,0,4.42,5.05
2017,11,5,9,0,50.13,93,2.4,0,21.95
2017,11,13,5,0,38.44,82,0.1,0,11.18
2018,3,23,2,0,38.73,87,0.1,0,9.18
2018,1,16,5,0,43.93,71,0.1,0,23.14
2018,3,24,16,0,54.32,46,0,60,5.24
2018,3,10,6,0,49.57,68,0,0,6.61
2018,3,29,19,0,51.26,51,0,46.6,2.7
2018,2,26,4,0,21.2,59,0,0,8.31
2018,1,1,5,0,46.33,74,0,0,18.78
2017,12,17,12,0,35.92,77,0,58.72,8.83
2017,7,31,10,0,71.31,79,0.5,0,9.11
2017,12,19,14,0,39.42,73,0,0,6.74
2018,3,23,19,0,50,55,0,53.62,4.47
2017,11,6,8,0,35.96,91,0,25.35,10.12
2017,11,26,17,0,40.6,68,0.2,0,13.65
2018,1,10,3,0,44.82,64,0,0,5.5
2018,3,10,4,0,51.21,64,0,0,5.1
2018,3,28,0,0,48.6,80,0,0,11.07
2017,2,8,1,0,40.55,93,0.3,0,6.95
2017,2,21,1,0,47.82,78,0.1,0,7.61
2017,2,4,20,0,42.93,77,0.1,0,21.16
2018,2,8,23,0,33.15,88,0,0,5.37
2017,12,15,6,0,37.09,80,0,0,10.12
2018,3,5,21,0,50.68,70,0,0,3.59
2018,1,9,20,0,50.16,62,0,0,3.33
2018,2,19,15,0,41.2,58,0,13.4,2.42
2017,11,30,20,0,35.69,87,0,0,10.38
2018,3,13,9,0,43.61,68,0,0,21.82
2018,1,18,9,0,39.31,80,0.4,0,32.64
2017,4,4,18,0,58.23,53,0.3,53.62,6.11
2018,1,6,6,0,47.19,85,0,0,6.58
2017,12,9,17,0,34.63,62,0,47.23,18.08
2018,2,11,13,0,41.36,76,0.2,0,3.54
2017,10,22,1,0,54.66,71,0,0,12.32
2018,2,12,0,0,39.29,80,0,0,6.02
2017,12,6,12,0,35.06,80,0,55.53,2.12
2017,10,8,5,0,53.17,65,0.2,0,12.61
2012,1,5,17,0,47.86,83,1.6,0,32.96
2017,12,11,7,0,42.85,89,0.9,0,13.62
2018,3,7,21,0,42.33,71,0,0,14.15
2013,10,5,6,0,63.32,98,2.6,0,1.91
2017,12,1,0,0,33.87,84,0.1,0,13.87
2018,3,2,7,0,28.24,80,0,0,9.99
2017,9,12,13,0,58.57,63,0.1,0,13.44
2017,12,29,20,0,37.67,72,0.9,0,26.63
2018,3,21,21,0,36.14,48,0,0,9.44
2017,5,13,13,0,65.57,56,0.2,30.64,9.66
2017,12,28,11,0,32.61,76,0,0,27.51
2018,3,29,4,0,39.16,86,0,0,5.39
2018,2,16,2,0,47.75,100,2.2,0,17.18
2018,2,16,18,0,48.33,70,0,0,6.65
2018,1,7,18,0,47.55,85,0,0,4.3
2018,3,11,15,0,48.63,93,1.9,0,5.94
2013,6,20,22,0,64.31,84,2.5,0,9.84
2018,3,26,14,0,53.35,48,0,53.62,7.5
2016,8,5,4,0,59.27,92,1.7,0,3.81
2014,6,29,8,0,62.15,75,2.8,0,16.33
2018,2,9,6,0,33.71,80,0,0,2.55
2017,12,3,0,0,27.39,77,0,0,3.26
2018,2,13,3,0,32.86,71,0,0,1.14
2017,9,12,12,0,56.84,68,0.4,17.23,13.44
2018,1,17,10,0,37.31,85,0.2,37.02,21.03
2018,1,3,5,0,49.98,76,0,0,16.77
2018,1,4,7,0,44.73,84,0.5,0,14.01
2017,12,14,20,0,44.55,75,0.1,0,14.15
2014,7,4,20,0,71.69,84,2.2,0,12.8
2018,1,31,10,0,40.24,78,0,0,3.13
2016,1,5,7,0,40.51,90,1.7,0,8.07
2017,12,16,15,0,40.06,79,0.2,0,10.13
2017,11,9,9,0,42.75,92,0.1,0,4.72
2018,2,13,0,0,32.49,67,0,0,4.44
2015,5,1,21,0,57.9,89,3.6,0,10.41
2018,1,25,13,0,51.58,62,0,0,3.33
2018,3,16,4,0,40.87,81,0,0,3.13
2018,1,5,11,0,52.5,76,0,0,11.43
2018,1,2,10,0,38.89,84,0,55.53,16.8
2017,11,29,18,0,38.75,73,0,0,10.43
2018,2,20,10,0,35.26,78,0,20.43,3.11
2013,2,2,0,0,50.05,94,3,0,4.79
2017,7,12,15,0,74.59,60,0.5,18.51,18.92
2017,10,29,6,0,50.59,65,0,0,19.48
2018,3,19,23,0,38.86,72,0,0,13.1
2017,5,30,18,0,76.89,59,0.1,23.62,8.38
2018,3,26,2,0,43.95,72,0,0,2.06
2017,12,19,19,0,37.26,83,0,0,4.24
2017,11,15,6,0,33.08,81,0,0,2
2016,9,18,8,0,55.2,90,4.4,0,12.11
2017,12,3,17,0,34.88,61,0,0,2.91
2017,2,24,13,0,42.06,65,0.4,0,14.9
2018,2,3,15,0,40.1,58,0,56.17,11.81
2018,1,30,18,0,50.83,67,0,25.48,4.3
2018,3,27,0,0,43.27,92,0.5,0,9.57
2018,3,19,2,0,33.44,67,0,0,12.73
2018,2,21,7,0,28.76,85,0,0,1.27
2017,11,2,1,0,49.42,41,0,0,3.61
2018,2,11,12,0,39.11,68,0,0,2.85
2018,2,17,2,0,41.16,83,0,0,10.47
2017,3,8,16,0,46.87,72,0.8,0,8.32
2018,2,20,19,0,37.67,60,0,0,5.81
2017,11,4,4,0,50.94,81,0,0,5.1
2018,2,5,18,0,46.02,47,0,17.23,6.27
2018,3,30,12,0,52.93,52,0,0,14.01
2018,2,3,1,0,32.36,77,0,0,5.24
2017,11,18,11,0,43.5,78,0,53.62,1.27
2018,2,12,12,0,35.92,61,0.1,5.11,10.2
2018,4,1,11,0,45.09,67,0,0,19.53
2018,3,2,4,0,28.53,86,0,0,7.5
2018,4,2,15,0,66.69,25,0,3.83,6.27
2017,11,8,10,0,42.91,86,0.9,0,9.01
2017,11,2,3,0,49.21,46,0,0,3.41
2018,3,8,20,0,52.72,49,0,0,8.56
2017,12,25,1,0,37.83,87,0,0,0.45
2012,10,10,13,0,52.27,93,1.5,0,4.16
2018,3,12,16,0,55.44,51,0.4,58.66,18.78
2018,2,18,5,0,32.99,95,0,0,3.23
2017,11,2,9,0,50.31,60,0,0,3.81
2017,12,14,12,0,44.15,69,0,53.62,20.29
2013,6,20,23,0,63.39,84,2.1,0,5.82
2018,3,6,13,0,50.88,72,0.3,0,9.66
2018,2,28,5,0,19.2,72,0,0,8.35
2017,7,9,23,0,68.54,82,0.2,0,3.59
2018,1,31,20,0,51.1,57,0,0,9.68
2018,1,30,9,0,42.06,87,0,0,2.34
2018,2,14,23,0,32.67,55,0,0,6.53
2017,5,14,14,0,59.94,78,0.3,0,4.08
2017,11,24,1,0,54.59,64,0,0,8.87
2017,1,10,16,0,36.66,87,0.8,0,13.41
2018,3,8,6,0,37.56,82,0,0,7.02
2017,1,13,0,0,46.53,68,0.2,0,28.95
2018,2,10,3,0,35.64,83,0,0,4.2
2017,11,27,4,0,36.48,85,0,0,9.77
2018,2,3,9,0,32.85,95,0,0,5.11
2015,4,27,14,0,58.89,85,1.4,0,0.95
2017,11,30,0,0,34.81,84,0,0,10.05
2015,10,6,18,0,58.95,84,2.7,0,6.5
2017,12,4,6,0,33.71,78,0.1,0,12.99
2017,11,9,13,0,46.94,71,0,0,6.2
2018,3,14,15,0,55.65,52,0,60,6.99
2017,10,31,1,0,37.6,77,0,0,4.44
2018,1,21,19,0,41.22,66,0,0,1.14
2017,11,27,23,0,43.86,61,0,0,13.22
2018,3,24,22,0,48.29,52,0,0,1.63
2018,1,29,6,0,41.54,85,0,0,5.07
2012,3,18,20,0,42.87,84,1.9,0,8.64
2018,3,12,11,0,53.01,60,0.2,0,13.61
2018,2,24,18,0,36.3,49,0,57.7,18.21
2018,1,30,3,0,42.55,83,0,0,4.44
2018,2,12,19,0,35.22,62,0,48.82,8.29
2017,3,8,17,0,47.53,79,0.9,0,5.7
2017,1,31,22,0,47.48,94,0.7,0,2.8
2017,8,11,16,0,62.1,71,1.1,0,10.3
2018,1,8,15,0,54.09,62,0,41.49,5.03
2018,3,11,12,0,50.72,73,0,0,4.8
2017,9,17,22,0,54.72,74,0.1,0,6.41
2018,2,17,7,0,40.24,89,1.4,0,10.63
2018,3,20,5,0,34.09,64,0,0,8.86
2012,11,29,1,0,40.39,94,2.1,0,17.02
2017,11,22,12,0,50.81,66,0,58.85,7.06
2018,1,10,4,0,45.46,61,0,0,4.25
2017,12,11,3,0,45.3,82,0,0,14.77
2017,12,10,1,0,31.73,65,0,0,16.16
2012,6,25,3,0,62.4,86,1.4,0,15.15
2017,5,1,8,0,43.34,76,0.4,0,7.57
2018,3,30,1,0,39.54,77,0,0,5.91
2017,3,1,11,0,42.76,73,0.5,53.11,25.29
2018,4,2,8,0,32.31,92,0,58.28,8.56
2017,11,18,1,0,41.81,81,0,0,0.89
2018,1,9,7,0,39.33,95,0,0,4.5
2017,5,1,18,0,51.06,61,0.1,0,10.96
2017,11,28,0,0,43.57,61,0,0,14.72
2018,1,8,11,0,38.43,94,0,0,3.36
2016,5,12,22,0,54.93,84,2.6,0,14.01
2018,1,6,5,0,47.59,88,0,0,7.44
2018,2,13,23,0,30.15,64,0,0,6.71
2018,1,13,18,0,42.26,67,0,3.91,7.86
2017,1,8,9,0,30.58,84,0.1,0,20.18
2017,12,20,8,0,35.78,90,0.1,0,5.32
2014,12,18,12,0,51.08,88,2,0,5.42
2017,11,28,6,0,40.6,64,0,0,16.41
2018,1,21,23,0,39.63,83,0.4,0,6.94
2017,12,27,22,0,37.06,81,0,0,19.94
2017,12,15,15,0,43.61,64,0,53.62,15.93
2017,11,27,20,0,43.27,63,0,0,8.55
2018,2,1,5,0,43.25,74,0.4,0,19.33
2017,12,10,2,0,31.48,63,0,0,14.56
2013,6,29,12,0,60.17,81,1.5,0,13.21
2018,2,14,5,0,30.33,74,0,0,6.02
2018,1,13,22,0,32.43,95,0,0,5.2
2012,10,10,12,0,50.86,94,2.3,0,6.11
2017,9,27,11,0,64.11,67,0.3,57.45,1.34
2017,6,4,3,0,61.5,83,2,0,24.88
2017,12,9,0,0,34.12,81,0.3,0,18.34
2016,9,4,22,0,61.29,81,1.5,0,10.72
2018,2,6,8,0,32.54,77,0,0,8.43
2018,3,5,22,0,48.29,77,0,0,2.06
2017,10,23,7,0,46.72,83,0,0,13.42
2012,12,4,5,0,39.7,97,2,0,8.57
2018,2,10,19,0,38.05,65,0,39.36,8.53
2017,11,4,5,0,51.91,75,0,0,5.73
2017,12,12,3,0,42.13,72,0,0,23.88
2017,9,14,16,0,59.09,53,0.1,53.62,20.4
2018,1,5,14,0,58.17,65,0.5,0,12.48
2017,11,2,13,0,63.82,47,0,47.23,13.67
2018,3,18,17,0,47.41,46,0,5.11,9.98
2017,11,10,8,0,40.12,83,0,0,4.41
2018,3,28,21,0,51.98,77,0.1,0,20.8
2018,1,26,14,0,45.77,89,0,0,6.46
2017,11,15,12,0,39.54,69,0,59.62,2.68
2017,12,21,14,0,41.27,77,0.1,0,1.57
2014,7,21,0,0,63.21,78,2.4,0,5.11
2018,2,6,2,0,36.39,69,0,0,9.52
2018,2,28,13,0,27.3,47,0,54.45,12.91
2018,3,18,18,0,47.12,48,0,15.32,11.93
2018,1,6,18,0,51.06,73,0,50.53,7.02
2017,7,2,8,0,56.62,85,0.3,0,9.17
2018,3,11,9,0,46.24,72,0,0,12.25
2016,4,30,22,0,46.74,94,1.6,0,10.42
2018,3,22,23,0,38.68,82,0.5,0,10.15
2012,9,22,5,0,56.73,90,2.6,0,5.73
2018,3,2,15,0,34.43,94,1.6,0,3.61
2017,4,19,19,0,43.43,47,0.1,0,14.56
2017,4,19,10,0,37.99,71,0.4,26.17,18.48
2018,2,25,4,0,24.12,58,0,0,14.9
2017,8,16,5,0,66.27,88,0.1,0,5.03
2017,4,25,21,0,41.76,91,1.6,0,11.41
2017,12,8,16,0,38.52,79,0.2,0,19.46
2018,2,17,15,0,43.79,86,0.6,0,3.33
2018,3,5,3,0,46.6,72,0.2,0,1.63
2017,11,5,21,0,44.6,82,0.2,0,8.91
2017,3,5,21,0,43.54,79,0.3,0,16.61
2012,6,11,9,0,59.4,79,1.5,49.15,9.78
2017,12,8,0,0,45.63,61,0,0,28.87
2012,12,7,15,0,29.88,92,1.4,0,14.01
2016,7,31,9,0,67.51,87,1.8,0,4.47
2017,12,11,19,0,43.66,71,0.1,0,24.77
2017,11,21,5,0,48.16,71,0,0,8.85
2017,4,28,3,0,41.29,83,0.4,0,5.15
2018,2,15,13,0,40.69,76,0.8,0,8.51
2017,12,5,16,0,42.01,74,0,60,7.72
2017,7,23,3,0,66.79,84,1.5,0,6.33
2017,12,3,16,0,34.63,60,0,0,2.01
2018,2,19,19,0,40.33,59,0,17.16,4.83
2017,9,10,3,0,55.85,82,0.6,0,2.7
2017,1,10,11,0,37.74,89,0.8,0,7.17
2017,11,17,17,0,46.4,57,0,31.91,2.3
2017,10,28,17,0,54.88,52,0,30,14.17
2018,2,1,18,0,42.35,58,0,35.74,12.03
2017,11,7,5,0,34.79,94,0,0,3.91
2018,3,9,15,0,62.44,44,0,0,8.79
2017,8,3,15,0,87.1,55,0.1,53.62,13.83
2018,3,11,19,0,50.61,80,0,0,10.61
2018,1,31,9,0,39.09,80,0,3.24,4.48
2015,9,17,9,0,60.31,94,6.6,0,7.23
2018,1,24,11,0,44.76,80,0,56.94,5.16
2018,2,4,23,0,32.45,92,0,0,6.14
2018,1,9,8,0,40.5,91,0,0,6.22
2017,12,16,9,0,35.49,79,0.2,0,11.7
2017,11,29,9,0,38.01,84,0.2,0,9.18
2017,12,30,21,0,53.82,79,0.7,0,19.11
2017,11,16,13,0,42.48,62,0,58.85,2.77
2015,10,28,23,0,52.54,87,3.9,0,11.86
2018,3,18,12,0,45.52,73,0,0,9.84
2018,2,19,22,0,37.6,66,0,0,0.81
2018,1,25,17,0,56.77,57,0,0,3
2017,11,4,12,0,61.14,64,0,0,0.71
2018,3,24,7,0,31.78,85,0,36.28,6.85
2018,1,4,23,0,52.86,81,0.6,0,22
2018,1,18,2,0,37.36,85,0,0,24.83
2017,6,3,19,0,73.18,61,0.2,0,4.52
2018,3,4,13,0,54.9,47,0,0,12.23
2018,1,30,0,0,42.28,83,0,0,3.67
2017,8,11,20,0,61.83,75,0.8,0,9.22
2018,2,5,1,0,32.34,93,0,0,3.54
2017,11,28,23,0,40.08,82,0.3,0,9.64
2017,1,14,0,0,34.9,87,0.4,0,27.32
2015,12,16,4,0,47.68,86,2,0,6
2017,11,12,19,0,42.58,77,0,0,16.27
2017,12,21,19,0,41.9,86,0.1,0,7.16
2018,3,5,14,0,54.52,54,0,54.89,8.73
2018,4,1,12,0,45.1,66,0.3,0,20.49
2018,1,22,17,0,52.97,88,2.1,0,16.44
2014,7,28,20,0,60.93,76,1.9,0,15.9
2017,11,6,23,0,42.26,76,0,0,5.22
2014,1,16,23,0,48.22,72,3.2,0,8.13
2016,5,12,4,0,53.94,92,1.7,0,4.3
2014,11,5,11,0,43.86,93,2.1,0,8.91
2013,10,5,17,0,64.35,90,1.4,0,6.27
2017,12,14,16,0,45.43,65,0,57.45,19.44
2018,2,3,0,0,32.43,78,0,0,5.32
2017,10,27,5,0,58.96,74,0,0,7.16
2018,3,31,2,0,43.03,81,0,0,8.95
2017,11,1,0,0,43.68,69,0,0,2.73
2018,1,19,6,0,40.78,82,0.1,0,15.89
2018,2,26,6,0,19.71,61,0,0,9.71
2018,2,4,9,0,31.84,77,0,3.46,3.75
2017,3,22,6,0,41.05,95,0.4,0,5.52
2018,1,28,16,0,49.93,56,0,0,8.95
2018,1,10,8,0,40.91,67,0,0,6.53
2017,11,25,14,0,47.34,72,0.7,0,15.14
2018,3,14,20,0,51.94,61,0,34.16,7.38
2012,11,29,3,0,38.97,93,2.7,0,17.07
2018,3,13,0,0,45.95,81,0.3,0,19.22
2017,2,17,13,0,47.48,82,0.1,0,5.59
2018,1,9,11,0,43.03,89,0,0,5.48
2017,11,20,14,0,46.89,60,0,0,9.64
2018,3,28,17,0,56.17,71,0.4,0,19.61
2017,10,24,22,0,58.1,77,0,0,2.86
2017,12,18,0,0,31.71,84,0,0,5.03
2017,1,12,21,0,45.9,69,0.4,0,13.73
2018,1,18,1,0,37.29,85,0,0,25.95
2018,3,14,16,0,57.02,49,0,60,9.56
2018,3,16,11,0,49.08,72,0,0,10.52
2018,1,9,1,0,45.99,70,0,0,3.8
2017,4,25,13,0,53.87,81,0.9,0,6.41
2017,10,30,5,0,39.29,92,0,0,1.41
2017,8,2,1,0,72.61,93,1.2,0,1.9
2018,3,7,16,0,47.98,53,0.3,24.89,14.93
2017,11,21,17,0,57.25,57,0,57.51,6.94
2018,1,25,8,0,44.02,60,0,0,4.59
2017,9,16,22,0,47.32,87,0.7,0,5.65
2014,1,16,22,0,45.46,90,2.3,0,6.44
2016,6,13,11,0,58.46,88,2.5,0,8.23
2017,10,21,20,0,59.79,81,1.1,0,13.98
2018,1,9,6,0,39.49,94,0,0,0.5
2017,9,1,20,0,59.7,78,0.1,7.86,7.93
2018,2,21,11,0,36.27,67,0,4.47,7.11
2018,3,1,21,0,33.1,87,0,0,12.09
2017,11,11,22,0,52.41,80,0.8,0,19.74
2018,1,14,6,0,31.37,91,0,0,8.81
2015,9,17,11,0,59,96,6.1,0,6.95
2017,11,7,2,0,36.93,91,0,0,4.7
2018,2,24,9,0,28.71,69,0,58.09,8.52
2012,7,20,20,0,58.51,94,1.4,0,6.23
2017,11,23,7,0,51.58,53,0,0,14.57
2018,1,20,22,0,45.09,86,0,0,23.25
2018,1,30,17,0,51.28,68,0,0,3.81
2017,11,19,14,0,43.02,77,0,0,15.57
2017,8,31,10,0,67.05,79,0.5,0,9.66
2015,5,1,20,0,58.5,84,2.8,0,12.04
2017,12,3,14,0,33.75,63,0,0,1.34
2017,11,12,21,0,41.27,74,0,0,12.35
2016,9,18,7,0,54.95,90,4.9,0,10.21
2018,1,22,9,0,49.06,85,0,0,19.57
2018,1,15,21,0,45.41,65,0,0,15.14
2016,1,7,14,0,38.86,85,1.8,0,15.22
2017,8,10,7,0,54.66,88,5.5,0,9.97
2018,1,23,0,0,46.26,86,0,0,12.6
2017,12,5,3,0,39.29,93,0,0,12.3
2016,10,1,21,0,60.28,84,1.8,0,4.83
2018,3,25,4,0,42.26,68,0,0,3.01
2018,1,29,22,0,43.11,85,0,0,5.42
2018,3,19,3,0,31.55,66,0,0,15.43
2016,8,4,21,0,62.56,93,3,0,9.33
2017,2,8,0,0,40.44,89,0.4,0,3.91
2017,5,6,15,0,66.99,60,0.1,0,11.09
2018,1,23,9,0,41.16,82,0,0,7.16
2017,4,3,15,0,59.99,68,0.4,18.51,4.97
2018,1,23,19,0,45.55,72,0,0,4.97
2012,12,27,14,0,45.9,77,1.6,0,19.36
2015,11,21,0,0,43.61,83,1.7,0,10.34
2017,11,14,14,0,43.81,66,0,52.98,6.28
2017,12,9,18,0,32.32,70,0,26.2,15.25
2018,2,3,19,0,36.61,68,0,25.11,7.64
2016,1,11,6,0,40.98,91,2.9,0,4.27
2018,1,23,1,0,46.13,88,0,0,11.19
2018,3,6,17,0,50.27,72,0.3,0,12.11
2018,1,12,5,0,39.88,94,0,0,3.49
2017,12,4,1,0,35.04,64,0,0,8.56
2017,7,11,17,0,70.23,62,0.2,0,7.39
2013,5,31,11,0,50.49,81,1.4,0,17.69
2018,3,7,5,0,39.79,75,0,0,6.04
2017,2,1,0,0,47.43,94,0.6,0,2
2018,2,7,20,0,34.34,92,0.1,0,6.04
2016,4,18,17,0,47.46,83,2.4,0,12.41
2018,3,22,11,0,42.37,40,0,33.19,2.62
2017,12,11,16,0,48.29,80,0.2,0,16.37
2017,10,26,23,0,56.89,78,0,0,5.38
2018,3,17,11,0,45,72,0,0,3.91
2017,12,8,18,0,36.37,79,0,0,17.98
2018,3,7,20,0,44.42,64,0,0,14.51
2012,12,18,16,0,41.41,93,2,0,0.45
2017,9,2,17,0,62.01,54,0.2,25.53,9.61
2017,2,1,6,0,46.56,95,0.7,0,3.12
2017,11,24,11,0,58.19,45,0,53.3,17.74
2018,3,8,2,0,39.74,82,0,0,12.75
2017,7,25,18,0,61.45,73,0.5,7.66,15
2018,1,15,10,0,37.11,65,0,0,3.91
